iteration,loss,training_acc,test_acc
483,0.5113641509789116,0.75,0.75
484,0.512358169616153,0.765625,0.75
485,0.5138775135203885,0.75,0.75
486,0.5115596138442621,0.75,0.75
487,0.5115173204891315,0.75,0.75
488,0.5124755623633754,0.765625,0.75
489,0.5112028018868577,0.765625,0.75
490,0.5127601298834474,0.71875,0.6875
491,0.5129413237163087,0.75,0.75
492,0.5101590259261167,0.734375,0.8125
493,0.5106112531907894,0.75,0.75
494,0.5102857734993828,0.734375,0.75
495,0.5101686619250365,0.734375,0.8125
496,0.5135350184306078,0.703125,0.6875
497,0.511710939789392,0.75,0.75
498,0.5111748805988725,0.6875,0.75
499,0.510565135752955,0.734375,0.75
500,0.5113156330934411,0.71875,0.75
501,0.5100514209080038,0.703125,0.6875
502,0.5111888306830947,0.75,0.75
503,0.5103958709201117,0.734375,0.75
504,0.5178788923729798,0.734375,0.75
505,0.5105422619167088,0.75,0.75
506,0.5102716084851178,0.75,0.75
507,0.5096186693962205,0.71875,0.75
508,0.5138482358354517,0.75,0.75
509,0.5099524477857107,0.703125,0.6875
510,0.5102547339515957,0.765625,0.75
511,0.5097023526084052,0.765625,0.8125
512,0.5097821187721597,0.75,0.6875
513,0.510005431284186,0.71875,0.6875
514,0.5117515498137465,0.75,0.8125
515,0.5121390263951845,0.765625,0.8125
516,0.5108832790496787,0.75,0.75
517,0.5092753591650232,0.734375,0.75
518,0.5096203662194312,0.765625,0.75
519,0.5102906488861334,0.75,0.75
520,0.511685200843599,0.75,0.75
521,0.5099404557824918,0.75,0.75
522,0.5096774508775407,0.71875,0.75
523,0.5108184206479589,0.75,0.75
524,0.5102883725883456,0.75,0.75
525,0.5094879988529846,0.703125,0.75
526,0.5113231855772827,0.75,0.8125
527,0.5100531408282791,0.75,0.75
528,0.5113811208149665,0.75,0.75
529,0.5095294508809769,0.75,0.75
530,0.5094158606828919,0.734375,0.625
531,0.5098836215565157,0.75,0.75
532,0.5103413687285677,0.75,0.75
533,0.5108822054726394,0.75,0.75
534,0.509386595046316,0.703125,0.75
535,0.5093454464441559,0.75,0.75
536,0.5110228825621251,0.75,0.75
537,0.5105470536423731,0.75,0.75
538,0.5104830509865061,0.75,0.75
539,0.5092108734543414,0.71875,0.75
540,0.5084897054236701,0.734375,0.75
541,0.5084595219694694,0.671875,0.75
542,0.5102656781383395,0.734375,0.75
543,0.5096894681621134,0.71875,0.75
544,0.5104751668327543,0.734375,0.625
545,0.5083857975045037,0.671875,0.6875
546,0.507760822075072,0.6875,0.6875
547,0.507760822075072,0.6875,0.6875
548,0.5080047975814544,0.703125,0.6875
549,0.5077608220750717,0.6875,0.6875
550,0.5071071573288268,0.75,0.75
551,0.5081262174196985,0.75,0.75
552,0.5091388630808542,0.71875,0.75
553,0.5074147780679074,0.765625,0.75
554,0.5116424081216877,0.75,0.75
555,0.5075900652599439,0.75,0.6875
556,0.5105365526175305,0.75,0.75
557,0.5072060795199417,0.75,0.75
558,0.5142111193451695,0.75,0.75
559,0.5071434668960846,0.75,0.75
560,0.5084263998352933,0.75,0.75
561,0.5078136422857992,0.75,0.75
562,0.5065629857955132,0.75,0.75
563,0.5072195933384118,0.75,0.75
564,0.5082672450521992,0.75,0.75
565,0.508435799347565,0.75,0.75
566,0.5069633511153794,0.75,0.75
567,0.5066207917494754,0.75,0.75
568,0.5062206848575892,0.75,0.625
569,0.507045753103109,0.71875,0.6875
570,0.5064814528520925,0.734375,0.75
571,0.5068900940239944,0.71875,0.6875
572,0.509644381038341,0.75,0.75
573,0.5062462003900499,0.75,0.6875
574,0.5069880814695753,0.765625,0.8125
575,0.5064784974464162,0.75,0.625
576,0.5079591247579917,0.71875,0.6875
577,0.5066880155682669,0.75,0.75
578,0.5055655561134599,0.71875,0.75
579,0.5052100373726445,0.703125,0.6875
580,0.5063982131948204,0.75,0.6875
581,0.5055229555881067,0.78125,0.75
582,0.5060846117298393,0.765625,0.8125
583,0.5054746920480049,0.703125,0.6875
584,0.5062142230260435,0.765625,0.75
585,0.5055552068392027,0.734375,0.75
586,0.5060933620857873,0.75,0.75
587,0.5054831823381343,0.6875,0.6875
588,0.506554500473041,0.6875,0.6875
589,0.5058803902424626,0.6875,0.75
590,0.5075414511750331,0.703125,0.6875
591,0.5058375025789431,0.71875,0.75
592,0.5082727884670746,0.6875,0.6875
593,0.5056127443510554,0.6875,0.6875
594,0.5089200479651765,0.75,0.75
595,0.5063477793687428,0.734375,0.75
596,0.5064706753525269,0.75,0.75
597,0.5053841095910181,0.75,0.75
598,0.5061560573766994,0.75,0.75
599,0.5051704165525156,0.71875,0.75
600,0.5060504260665072,0.71875,0.6875
601,0.5055192148924832,0.75,0.625
602,0.5061570538850584,0.75,0.6875
603,0.5049714100072364,0.75,0.75
604,0.5053520561383169,0.71875,0.75
605,0.5050692564235855,0.78125,0.75
606,0.5063777113732733,0.65625,0.6875
607,0.5051654566091135,0.703125,0.75
608,0.5084869445417954,0.75,0.8125
609,0.5057406160726542,0.703125,0.6875
610,0.508072302597985,0.75,0.75
611,0.5051896268410145,0.78125,0.6875
612,0.5082398990234458,0.75,0.75
613,0.5062240470870711,0.75,0.6875
614,0.5080723992110037,0.75,0.75
615,0.5049714100072364,0.75,0.75
616,0.5074829210364609,0.75,0.75
617,0.5049714100072368,0.75,0.75
618,0.5069310651606294,0.765625,0.6875
619,0.5054061614548017,0.6875,0.6875
620,0.5063789892881921,0.75,0.75
621,0.5061633367618739,0.765625,0.75
622,0.5052551396381071,0.765625,0.8125
623,0.5052953274210431,0.734375,0.75
624,0.5066055476408786,0.6875,0.6875
625,0.5057016219703644,0.71875,0.75
626,0.5067405327554138,0.703125,0.75
627,0.5051304811976522,0.765625,0.6875
628,0.5051885619231722,0.78125,0.6875
629,0.5048721049059972,0.71875,0.75
630,0.5053879681227881,0.75,0.75
631,0.5049785779834784,0.71875,0.6875
632,0.5049509433811272,0.703125,0.75
633,0.5051215258639479,0.71875,0.75
634,0.5045072843198012,0.703125,0.6875
635,0.5047440592866637,0.71875,0.75
636,0.5043699992194446,0.703125,0.6875
637,0.5052413329660888,0.765625,0.75
638,0.5047724926061329,0.71875,0.75
639,0.5044240740817008,0.71875,0.75
640,0.5046240309563041,0.6875,0.6875
641,0.5050294716247024,0.71875,0.6875
642,0.5044704780147546,0.703125,0.6875
643,0.5051347987091659,0.765625,0.8125
644,0.5044241431917742,0.75,0.75
645,0.5048121911621452,0.75,0.75
646,0.5044366931463422,0.71875,0.6875
647,0.5049352865625468,0.703125,0.6875
648,0.5044828010595193,0.75,0.75
649,0.5045463333487443,0.71875,0.75
650,0.504757077915887,0.6875,0.6875
651,0.5044948069438242,0.78125,0.6875
652,0.5044740160731819,0.703125,0.6875
653,0.5042095679825271,0.703125,0.6875
654,0.5042100342833382,0.71875,0.75
655,0.5041858956513869,0.703125,0.6875
656,0.5040284776637617,0.703125,0.6875
657,0.5048316221682351,0.75,0.8125
658,0.5040354086795347,0.703125,0.6875
659,0.5035362973998462,0.765625,0.75
660,0.5038172591925589,0.765625,0.75
661,0.5032178210597685,0.765625,0.75
662,0.5031900126376204,0.765625,0.75
663,0.5036464708079743,0.765625,0.75
664,0.5033359113237349,0.765625,0.75
665,0.5028749238579946,0.796875,0.75
666,0.5032294508126405,0.796875,0.75
667,0.5027011593373731,0.765625,0.625
668,0.5025110606172544,0.75,0.625
669,0.5028559954973888,0.71875,0.6875
670,0.5026895634514269,0.75,0.625
671,0.5027714700950073,0.703125,0.6875
672,0.502607296690895,0.75,0.6875
673,0.5027379551376543,0.71875,0.75
674,0.5025333291173769,0.734375,0.75
675,0.5027953576351628,0.796875,0.75
676,0.5026095114813718,0.765625,0.625
677,0.502751887740095,0.6875,0.6875
678,0.502514343283305,0.75,0.75
679,0.5029693614952828,0.75,0.625
680,0.5030004753260532,0.734375,0.6875
681,0.5035014287354961,0.765625,0.75
682,0.5025028235758061,0.75,0.625
683,0.5025679318262914,0.703125,0.6875
684,0.5026568468709514,0.75,0.75
685,0.5028331726834346,0.71875,0.6875
686,0.502507536319805,0.78125,0.6875
687,0.5024769522961243,0.765625,0.625
688,0.5025040882089009,0.75,0.75
689,0.5023662638049898,0.796875,0.75
690,0.5023662638049897,0.796875,0.75
691,0.5030001086650469,0.765625,0.75
692,0.5023662638049897,0.796875,0.75
693,0.5022626801093985,0.734375,0.75
694,0.5023121058867939,0.734375,0.75
695,0.5024883361806269,0.75,0.6875
696,0.5026428283777606,0.796875,0.75
697,0.5021758165407744,0.765625,0.6875
698,0.5025971936093316,0.796875,0.75
699,0.5026905346609416,0.796875,0.75
700,0.5023579847927435,0.765625,0.625
701,0.5020202359499417,0.71875,0.6875
702,0.5022395953424164,0.734375,0.6875
703,0.5028888189960115,0.75,0.75
704,0.5021564946275586,0.734375,0.8125
705,0.5023419382047336,0.78125,0.625
706,0.5023195540558969,0.71875,0.6875
707,0.5023006039353395,0.71875,0.6875
708,0.5020081269762056,0.734375,0.6875
709,0.5025392966609057,0.703125,0.6875
